iso,year,Current account balance,Employment,General government gross debt,General government net debt,General government net lending/borrowing,General government primary net lending/borrowing,General government revenue,General government structural balance,General government total expenditure,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices","Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator",Gross national savings,Implied PPP conversion rate,"Inflation, average consumer prices","Inflation, end of period consumer prices",Output gap in percent of potential GDP,Population,Total investment,Unemployment rate,Volume of Imports of goods,Volume of exports of goods,Volume of exports of goods and services,Volume of imports of goods and services
SMR,2014,,,0.265,,0.013,0.016,0.312,,0.299,0.002,1.26,34466.17,38555.99,1.126,1.26,111.866,,0.776,99.626,99.768,,0.033,16.102,8.739,,,,
SMR,2015,,,0.247,,-0.043,-0.039,0.294,,0.336,0.001,1.279,35079.29,38813.73,1.156,1.279,110.646,,0.76,99.772,100.0,,0.033,12.086,9.183,,,,
SMR,2016,,,0.285,,-0.002,0.002,0.308,,0.311,0.001,1.327,35715.42,40040.45,1.183,1.327,112.11,,0.763,100.414,100.83,,0.033,15.769,8.597,,,,
SMR,2017,-0.006,,0.768,,-0.047,-0.043,0.299,,0.346,0.001,1.353,35622.61,40634.37,1.186,1.353,114.069,,0.763,101.433,101.88,,0.033,19.119,8.095,,,,
SMR,2018,-0.031,,0.802,,-0.022,-0.017,0.322,,0.344,0.001,1.402,35965.99,41877.02,1.204,1.402,116.435,,0.746,102.613,102.68,,0.033,20.609,8.009,,,,
SMR,2019,0.033,,0.829,,-0.002,0.003,0.323,,0.324,0.001,1.444,36508.73,42911.7,1.228,1.444,117.538,,0.725,103.098,103.19,,0.034,24.024,7.663,,,,
SMR,2020,0.043,,0.969,,-0.508,-0.496,0.292,,0.8,0.001,1.352,33846.87,39990.98,1.145,1.352,118.153,,0.705,102.96,102.8,,0.034,18.051,7.342,,,,
SMR,2021,0.1,,1.275,,-0.258,-0.228,0.324,,0.582,0.001,1.569,38545.31,46245.89,1.308,1.569,119.978,,0.707,105.105,106.11,,0.034,18.954,5.237,,,,
SMR,2022,0.284,,1.296,,0.007,0.03,0.384,,0.377,0.001,1.739,41462.73,51121.48,1.411,1.739,123.295,,0.679,110.702,113.86,,0.034,23.026,4.604,,,,
SMR,2023,0.277,,1.328,,-0.03,0.011,0.381,,0.411,0.001,1.838,41501.41,53855.72,1.416,1.838,129.768,,0.689,117.253,120.597,,0.034,23.383,3.854,,,,
SMR,2024,0.127,,1.295,,-0.034,0.008,0.379,,0.414,0.001,1.895,41665.5,55363.31,1.426,1.895,132.876,,0.689,118.752,122.139,,0.034,23.302,3.884,,,,
SMR,2025,0.089,,1.316,,-0.029,0.012,0.39,,0.419,0.001,1.96,42080.91,57078.06,1.445,1.96,135.639,,0.691,121.127,124.582,,0.034,23.274,3.944,,,,
SMR,2026,0.051,,1.333,,-0.025,0.016,0.402,,0.428,0.001,2.023,42466.92,58749.49,1.463,2.023,138.342,,0.692,123.549,127.074,,0.034,23.465,3.936,,,,
SMR,2027,0.031,,1.348,,-0.023,0.019,0.415,,0.438,0.001,2.086,42798.81,60389.84,1.478,2.086,141.102,,0.693,126.02,129.615,,0.035,23.647,3.922,,,,
SMR,2028,0.038,,1.346,,-0.007,0.033,0.428,,0.436,0.001,2.155,43216.99,62197.38,1.497,2.155,143.919,,0.694,128.541,132.207,,0.035,23.76,3.942,,,,
SMR,2029,0.038,,1.343,,-0.006,0.034,0.443,,0.449,0.001,2.226,43639.24,64059.71,1.516,2.226,146.794,,0.695,131.112,134.851,,0.035,23.871,3.942,,,,
SOM,2011,,,,,,,,,,0.02,5.022,,,7.622,5.022,65.889,,0.264,,,,,,,,,,
SOM,2012,,,,,,,,,,0.02,5.183,651.145,437.51,7.714,5.183,67.191,,0.265,96.028,96.028,,11.846,,,,,,
SOM,2013,-0.372,,,,-0.007,-0.007,0.111,,0.117,0.021,5.869,669.229,481.924,8.15,5.869,72.012,,0.279,98.717,98.717,,12.178,,,,,,
SOM,2014,-0.148,,,,-0.004,-0.004,0.145,,0.149,0.02,6.443,668.885,514.688,8.374,6.443,76.947,,0.293,100.0,100.0,,12.519,,,,,,
SOM,2015,-0.147,,,,0.017,0.017,0.141,,0.125,0.021,6.841,680.528,531.556,8.758,6.841,78.109,,0.295,100.913,100.292,,12.87,,,,,,
SOM,2016,-0.408,,,,0.034,0.034,0.171,,0.137,0.02,7.391,653.554,558.643,8.646,7.391,85.478,,0.319,100.937,101.509,,13.23,,,,,,
SOM,2017,0.142,,,,0.031,0.031,0.269,,0.238,0.021,8.252,696.151,606.778,9.468,8.252,87.162,,0.32,104.93,107.692,,13.6,,,,,,
SOM,2018,0.002,,,,0.002,0.002,0.27,,0.268,0.018,7.873,686.673,563.115,9.6,7.873,82.006,,0.328,109.407,111.16,,13.981,,,,,,
SOM,2019,-0.837,,,,0.024,0.024,0.338,,0.314,0.018,8.655,686.836,602.186,9.872,8.655,87.675,,0.349,114.558,114.636,,14.373,,,,,,
SOM,2020,-0.404,,,,0.025,0.026,0.497,,0.472,0.017,8.628,649.738,583.956,9.6,8.628,89.876,,0.356,119.27,120.179,,14.775,,,,,,
SOM,2021,-0.669,,,,-0.084,-0.083,0.377,,0.46,0.015,9.484,653.898,624.408,9.932,9.484,95.49,,0.394,124.787,126.99,,15.189,,,,,,
SOM,2022,-0.837,,,,0.002,0.003,0.722,,0.72,0.015,10.203,653.435,653.449,10.203,10.203,100.002,,0.385,133.246,134.679,,15.614,,,,,,
SOM,2023,-1.21,,,,0.006,0.011,0.741,,0.736,0.016,10.969,662.438,683.343,10.633,10.969,103.156,,0.384,141.471,143.573,,16.051,,,,,,
SOM,2024,-1.104,,,,-0.02,-0.007,0.916,,0.936,0.016,12.729,670.17,771.447,11.058,12.729,115.112,,0.418,148.545,150.033,,16.501,,,,,,
SOM,2025,-1.248,,,,-0.138,-0.124,0.836,,0.974,0.016,13.887,677.993,818.653,11.501,13.887,120.746,,0.431,154.784,155.885,,16.963,,,,,,
SOM,2026,-1.593,,,,-0.288,-0.274,0.724,,1.012,0.016,15.054,686.567,863.287,11.972,15.054,125.74,,0.441,160.356,161.341,,17.438,,,,,,
SOM,2027,-1.717,,,,-0.329,-0.315,0.722,,1.05,0.016,16.265,695.249,907.365,12.463,16.265,130.509,,0.449,165.808,166.665,,17.926,,,,,,
SOM,2028,-1.817,,,,-0.344,-0.328,0.781,,1.125,0.016,17.533,705.394,951.434,12.999,17.533,134.88,,0.456,171.114,171.831,,18.428,,,,,,
SOM,2029,-2.0,,,,-0.39,-0.373,0.861,,1.251,0.016,18.997,717.059,1002.79,13.584,18.997,139.848,,0.464,176.247,176.299,,18.944,,,,,,
SRB,1997,,,,,,,,,,,151.807,,,,,,5.655,,11.124,11.923,,,14.943,12.26,,,,
SRB,1998,-0.469,,,,,,,,,,195.179,,,2716.8,,,3.986,,14.461,17.218,,,8.821,12.8,,,,
SRB,1999,-0.455,,,,,,,,,,226.101,326343.81,29985.28,2460.76,,,4.433,,20.405,25.036,,7.54,7.114,13.3,,,,
SRB,2000,-0.178,,928.492,919.042,-0.686,1.508,128.89,,129.577,0.097,434.319,347463.06,57783.25,2611.65,434.319,16.63,7.346,8.927,34.688,53.067,,7.516,9.166,12.1,,,,
SRB,2001,0.253,,872.595,857.424,2.957,8.582,280.484,,277.527,0.102,867.238,372003.36,115578.78,2791.3,867.238,31.069,19.242,16.311,62.696,67.001,,7.503,17.298,12.2,34.146,-7.656,-1.519,34.479
SRB,2002,-0.636,,790.05,753.078,-26.883,-23.921,418.396,,445.279,0.105,1102.56,395918.19,147007.03,2969.4,1102.56,37.131,15.232,19.195,68.256,68.682,,7.5,18.933,14.47,28.451,13.231,12.869,31.29
SRB,2003,-1.527,,875.573,828.735,-32.403,-21.144,478.844,,511.248,0.106,1294.66,414364.16,173068.68,3099.69,1294.66,41.767,13.116,21.174,70.236,71.503,,7.481,19.898,16.0,14.338,31.648,29.196,14.34
SRB,2004,-3.262,,902.487,850.281,0.957,18.67,593.525,,592.568,0.11,1526.21,452829.12,204498.55,3379.54,1526.21,45.16,13.62,22.294,77.683,81.657,,7.463,26.156,19.53,20.999,5.726,9.72,22.163
SRB,2005,-2.202,,947.653,862.398,19.291,44.222,754.643,16.637,735.352,0.111,1846.85,479309.96,248207.3,3566.44,1846.85,51.784,14.699,24.787,90.308,94.591,,7.441,22.708,21.83,-13.604,14.442,11.708,-10.882
SRB,2006,-2.96,,828.179,665.704,-20.234,9.99,903.603,-26.22,923.837,0.111,2181.04,505776.93,294274.34,3748.6,2181.04,58.183,12.656,27.017,100.0,100.0,,7.412,21.735,21.56,7.79,4.919,7.347,10.247
SRB,2007,-6.958,,787.439,635.06,-21.043,-3.121,1043.79,-47.476,1064.84,0.112,2523.5,540533.79,341863.92,3989.99,2523.5,63.246,8.954,28.593,106.002,111.025,,7.382,24.988,18.8,26.014,17.205,17.289,26.478
SRB,2008,-10.349,,888.712,790.669,-128.36,-111.166,1191.34,-188.182,1319.7,0.115,2908.45,573540.5,395694.81,4215.65,2908.45,68.992,6.554,30.601,119.158,120.555,,7.35,26.42,14.4,6.463,4.218,4.882,5.85
SRB,2009,-2.66,,1035.45,886.57,-104.786,-82.417,1200.83,-118.232,1305.62,0.113,3052.14,560114.32,416912.44,4100.49,3052.14,74.433,12.766,32.813,128.83,128.514,,7.321,18.657,16.9,-21.743,-8.816,-5.583,-18.891
SRB,2010,-2.486,,1292.64,1146.2,-113.281,-79.094,1279.82,-131.962,1393.11,0.108,3250.58,566481.71,445808.11,4130.47,3250.58,78.698,11.592,34.276,136.744,141.68,,7.291,17.6,20.0,2.906,16.825,12.054,2.482
SRB,2011,-3.995,,1578.9,1387.2,-141.061,-96.269,1362.94,-169.713,1504.0,0.106,3612.27,582403.34,499171.85,4214.57,3612.27,85.709,10.222,36.575,151.973,151.603,,7.237,18.329,23.6,8.003,3.646,3.569,6.821
SRB,2012,-4.676,,2052.46,1830.39,-242.306,-174.111,1477.2,-211.932,1719.51,0.102,3810.06,581247.04,529064.71,4185.85,3810.06,91.022,8.474,38.132,163.114,170.074,,7.201,19.269,24.6,0.753,-0.836,-0.073,0.99
SRB,2013,-2.778,,2324.61,2003.0,-205.754,-111.221,1537.96,-212.895,1743.71,0.102,4121.2,600976.52,575060.3,4306.93,4121.2,95.688,11.637,39.416,175.664,173.808,,7.167,17.378,23.0,2.684,21.909,17.901,2.671
SRB,2014,-2.632,,2756.02,2581.68,-243.514,-128.342,1620.75,-209.208,1864.26,0.097,4160.55,594307.04,583380.91,4238.47,4160.55,98.162,10.929,39.743,179.322,176.854,,7.132,16.522,20.552,1.93,1.668,4.222,3.234
SRB,2015,-1.369,,3014.22,2872.39,-145.826,-15.958,1694.84,-135.727,1840.66,0.096,4315.02,608144.83,608144.82,4315.02,4315.02,100.0,15.228,40.115,181.819,179.605,,7.095,18.681,18.924,7.175,9.614,10.832,7.877
SRB,2016,-1.189,,3053.18,2946.38,-50.674,80.929,1842.65,-51.879,1893.32,0.096,4528.19,631748.04,641539.43,4459.08,4528.19,101.55,15.156,40.353,183.86,182.356,,7.058,18.078,16.382,10.963,12.662,11.317,10.532
SRB,2017,-2.311,,2737.41,2635.73,65.21,186.43,1973.38,52.798,1908.17,0.094,4760.69,648464.01,678077.57,4552.77,4760.69,104.567,14.345,40.821,189.616,187.858,,7.021,19.575,14.493,9.964,8.47,9.767,10.587
SRB,2018,-2.451,,2704.11,2599.13,41.15,149.782,2105.24,37.271,2064.09,0.094,5072.93,681325.53,726510.1,4757.43,5072.93,106.632,17.815,41.004,193.333,191.592,,6.983,22.655,13.673,8.945,5.699,7.876,10.175
SRB,2019,-3.54,,2803.68,2592.01,-0.247,108.689,2278.53,-29.066,2278.78,0.098,5421.85,714663.45,780657.7,4963.51,5421.85,109.234,18.216,39.65,196.908,195.129,,6.945,25.087,11.193,9.807,8.449,10.09,11.372
SRB,2020,-2.198,,3131.37,2924.07,-398.482,-288.232,2254.96,-339.09,2653.44,0.1,5504.43,712941.63,797844.63,4918.67,5504.43,111.909,20.068,39.76,200.01,197.585,,6.899,24.188,9.728,-1.007,-2.447,-5.008,-3.311
SRB,2021,-2.703,,3527.37,3201.22,-207.516,-98.767,2711.93,-279.848,2919.45,0.099,6271.99,775305.2,917718.54,5298.69,6271.99,118.369,20.868,40.651,208.181,213.109,,6.834,25.172,11.107,14.095,14.689,13.881,14.142
SRB,2022,-4.354,,3797.01,3374.96,-10.529,96.518,3075.78,-79.732,3086.31,0.098,7097.63,815341.63,1064998.65,5433.8,7097.63,130.62,19.662,41.874,233.124,245.335,,6.664,26.513,9.513,10.4,9.462,12.379,10.592
SRB,2023,-1.957,,3986.58,3384.77,-106.758,42.521,3473.33,-112.339,3580.08,0.098,8150.49,841160.19,1230599.61,5571.16,8150.49,146.298,18.77,45.27,261.966,264.102,,6.623,21.374,9.428,-2.235,5.145,9.34,1.663
SRB,2024,-3.483,,4353.05,3758.39,-231.85,-55.937,3922.24,-203.405,4154.09,0.098,8955.16,877612.03,1357523.83,5789.34,8955.16,154.684,18.339,46.748,273.842,274.402,,6.597,22.557,9.075,9.025,6.142,6.127,8.855
SRB,2025,-4.276,,4582.22,4051.5,-219.525,-32.313,4245.1,-207.403,4464.63,0.099,9665.31,917456.08,1471059.78,6027.97,9665.31,160.341,18.041,47.594,283.674,283.731,,6.57,22.865,9.009,7.1,7.052,6.79,7.1
SRB,2026,-4.891,,4798.19,4334.03,-210.491,-25.202,4543.65,-205.457,4754.14,0.1,10377.96,958175.47,1585869.22,6270.32,10377.96,165.509,17.997,48.233,292.417,292.243,,6.544,23.126,8.944,6.05,5.738,5.725,6.05
SRB,2027,-5.295,,5160.42,4734.39,-235.071,-44.297,4860.19,-238.719,5095.26,0.101,11135.35,1000915.61,1708439.5,6523.81,11135.35,170.688,17.858,48.844,301.19,301.01,,6.518,23.039,8.88,5.35,5.8,5.566,5.35
SRB,2028,-5.827,,5532.34,5033.47,-252.419,-26.226,5186.05,-269.275,5438.47,0.102,11937.15,1043724.37,1836967.08,6782.43,11937.15,176.001,17.608,49.458,310.226,310.041,,6.498,22.926,8.817,5.25,5.64,5.447,5.25
SRB,2029,-6.419,,5840.23,5266.36,-272.225,-44.132,5555.72,-291.205,5827.95,0.103,12801.8,1088776.4,1975952.53,7053.96,12801.8,181.484,17.476,50.08,319.532,319.342,,6.479,22.937,8.753,5.55,5.919,5.623,5.55
SSD,2011,3.125,,0.0,,2.381,2.522,13.241,,10.86,0.01,52.095,3014.38,4985.67,31.497,52.095,165.396,23.603,5.406,105.911,135.443,,10.449,5.583,,,,,
SSD,2012,-1.793,,2.96,1.93,-4.922,-4.665,5.587,,10.509,0.005,33.237,1446.44,3072.32,15.648,33.237,212.406,-5.176,6.816,150.772,169.628,,10.818,10.734,,,,,
SSD,2013,-0.581,,7.755,6.685,-1.521,-1.261,9.65,,11.171,0.006,44.093,1781.75,3944.83,19.915,44.093,221.403,8.953,6.985,146.637,154.723,,11.177,12.844,,,,,
SSD,2014,-0.184,,17.078,15.978,-4.109,-3.801,12.107,,16.216,0.006,44.775,1753.99,3883.0,20.225,44.775,221.38,18.19,6.865,152.872,170.01,,11.531,19.403,,,,,
SSD,2015,0.253,,31.341,30.241,-8.773,-8.6,9.382,,18.155,0.006,54.75,1698.22,4607.79,20.178,54.75,271.33,13.532,8.337,233.876,356.777,,11.882,11.878,,,,,
SSD,2016,0.568,,170.949,169.916,-24.813,-24.449,48.447,,73.26,0.005,136.127,1430.41,11129.91,17.495,136.127,778.09,36.944,23.682,1043.21,1790.07,,12.231,17.342,,,,,
SSD,2017,0.173,,241.063,240.03,12.934,13.996,144.05,,131.116,0.004,204.999,1309.57,16288.58,16.481,204.999,1243.82,23.878,37.191,3265.25,4536.45,,12.585,14.269,,,,,
SSD,2018,0.342,,305.726,304.693,-4.177,-0.669,210.578,,214.755,0.006,441.948,1242.89,34059.98,16.127,441.948,2740.39,22.942,59.579,5988.35,5961.27,,12.976,11.971,,,,,
SSD,2019,0.084,,273.738,272.705,0.268,9.066,306.559,,306.291,0.006,639.088,1215.84,47772.26,16.265,639.088,3929.15,21.815,81.967,8939.9,7750.78,,13.378,19.736,,,,,
SSD,2020,-1.023,,443.432,442.399,-49.478,-40.466,257.336,,306.814,0.006,899.752,1103.78,65298.09,15.209,899.752,5915.89,17.127,104.355,11084.05,14548.9,,13.779,35.994,,,,,
SSD,2021,-0.557,,959.647,958.614,-170.879,-165.283,639.841,,810.721,0.009,1837.78,1129.83,129615.3,16.02,1837.78,11472.09,51.716,126.743,14434.59,14902.97,,14.179,61.085,,,,,
SSD,2022,0.743,,1718.75,1717.72,180.633,193.731,1366.92,,1186.28,0.009,4305.23,1041.05,295082.05,15.189,4305.23,28344.56,52.797,292.309,13971.2,12961.14,,14.59,43.551,,,,,
SSD,2023,0.206,,3665.76,3664.73,469.135,502.789,2059.31,,1590.18,0.008,6687.62,1037.35,445454.09,15.574,6687.62,42941.37,30.278,427.46,19586.99,22067.48,,15.013,27.401,,,,,
SSD,2024,0.176,,7660.68,7659.65,784.635,965.613,3995.35,,3210.72,0.006,13465.47,741.732,871640.88,11.459,13465.47,117514.25,18.272,1142.5,43218.44,69816.31,,15.448,14.929,,,,,
SSD,2025,0.126,,14520.97,14519.94,1936.4,2206.92,9377.37,,7440.97,0.007,28894.29,916.909,1817660.95,14.576,28894.29,198237.78,24.759,1892.92,77509.32,82117.61,,15.896,22.395,,,,,
SSD,2026,0.205,,13942.19,13941.16,2994.62,3182.38,13841.27,,10846.66,0.009,42469.92,1113.42,2596371.88,18.213,42469.92,233189.58,29.282,2186.1,84998.27,88204.99,,16.357,26.399,,,,,
SSD,2027,-0.001,,14328.3,14327.27,3441.5,3593.03,15519.59,,12078.08,0.009,48571.23,1134.7,2885686.82,19.099,48571.23,254312.2,26.613,2341.1,91480.31,94931.38,,16.832,26.614,,,,,
SSD,2028,-0.035,,14451.06,14450.02,3900.99,4064.92,17541.17,,13640.18,0.009,56009.92,1156.72,3233848.28,20.034,56009.92,279570.58,25.142,2527.3,98768.82,102694.48,,17.32,25.598,,,,,
SSD,2029,-0.089,,12674.0,12672.97,4068.15,4244.65,19600.32,,15532.17,0.01,66596.5,1179.59,3736721.54,21.023,66596.5,316782.25,23.456,2812.12,106668.15,110641.82,,17.822,24.525,,,,,
STP,1980,-0.014,,,,,,,,,0.001,0.003,20646.51,32.301,1.828,0.003,0.156,,0.021,0.129,0.12,,0.089,,13.623,0.0,0.0,0.0,0.0
STP,1981,-0.02,,,,,,,,,0.001,0.003,18149.97,35.75,1.64,0.003,0.197,,0.024,0.144,0.133,,0.09,,13.623,0.0,0.0,0.0,0.0
STP,1982,-0.028,,,,,,,,,0.001,0.003,18308.05,35.92,1.69,0.003,0.196,,0.022,0.144,0.134,,0.092,,13.623,0.0,0.0,0.0,0.0
STP,1983,-0.012,,,,,,,,,0.001,0.003,17191.25,33.887,1.625,0.003,0.197,,0.022,0.154,0.143,,0.095,,13.623,0.0,0.0,0.0,0.0
STP,1984,-0.017,,,,,,,,,0.001,0.003,15756.48,35.9,1.527,0.003,0.228,,0.024,0.159,0.148,,0.097,,13.623,0.0,0.0,0.0,0.0
STP,1985,-0.019,,,,,,,,,0.001,0.004,16774.05,37.361,1.669,0.004,0.223,,0.023,0.159,0.148,,0.099,,13.623,0.0,0.0,0.0,0.0
STP,1986,-0.015,,,,,,,,,0.001,0.005,15380.49,44.1,1.572,0.005,0.287,,0.029,0.182,0.169,,0.102,,13.623,0.0,0.0,0.0,0.0
STP,1987,-0.012,,,,,,,,,0.001,0.006,14519.82,60.265,1.526,0.006,0.415,,0.041,0.227,0.211,,0.105,,13.623,0.0,0.0,0.0,0.0
STP,1988,-0.019,,,,,,,,,0.001,0.009,14400.92,79.689,1.556,0.009,0.553,,0.053,0.328,0.298,,0.108,,13.623,0.0,0.0,0.0,0.0
STP,1989,-0.028,,,,,,,,,0.001,0.012,14427.32,111.256,1.605,0.012,0.771,,0.071,0.468,0.431,,0.111,,15.1,0.0,0.0,,0.0
STP,1990,-0.03,,,,,,,,,0.001,0.017,13723.94,150.534,1.57,0.017,1.097,,0.097,0.666,0.605,,0.114,,15.878,0.0,,,0.0
STP,1991,-0.034,,,,,,,,,0.001,0.022,13501.33,185.626,1.589,0.022,1.375,,0.118,0.975,0.924,,0.118,,16.764,15.465,38.42,30.131,6.066
STP,1992,-0.027,,,,,,,,,0.001,0.031,13205.15,253.375,1.6,0.031,1.919,,0.16,1.304,1.176,,0.121,,15.564,-7.076,-9.416,-4.148,-7.68
STP,1993,-0.03,,,,,,,,,0.001,0.054,13195.06,444.048,1.618,0.054,3.365,,0.275,1.636,1.561,,0.123,,14.944,12.603,-1.166,2.308,4.389
STP,1994,-0.025,,,,,,,,,0.001,0.097,13234.59,775.803,1.654,0.097,5.862,,0.469,2.473,2.738,,0.125,,14.645,-3.938,10.678,8.779,-3.01
STP,1995,-0.027,,,,,,,,,0.001,0.148,13249.63,1165.52,1.687,0.148,8.797,,0.689,3.383,3.748,,0.127,,14.352,-2.893,-8.875,-13.438,10.351
STP,1996,-0.024,,,,,,,,,0.001,0.3,13200.53,2313.54,1.712,0.3,17.526,,1.348,4.806,5.687,,0.13,,14.065,-12.365,-2.221,10.175,-6.388
STP,1997,-0.014,,,,,,,,,0.001,0.422,13088.63,3191.17,1.729,0.422,24.381,,1.843,8.124,10.263,,0.132,,14.419,-2.906,5.877,11.358,-1.554
STP,1998,-0.012,,,,,,,,,0.001,0.501,13173.33,3725.71,1.772,0.501,28.282,,2.114,11.545,12.403,,0.135,,14.419,-11.214,-7.538,-1.948,-24.945
STP,1999,-0.012,,,,,,,,,0.001,0.554,13261.48,4047.12,1.816,0.554,30.518,,2.25,12.816,13.594,,0.137,,14.419,33.676,-18.344,6.726,40.284
STP,2000,-0.016,,,,0.315,,0.381,,0.066,0.001,0.612,13086.42,4392.11,1.825,0.612,33.562,8.637,2.419,14.227,14.899,,0.139,,14.4,12.984,-63.738,0.951,10.683
STP,2001,-0.016,,2.65,,-0.086,-0.061,0.249,-0.086,0.334,0.001,0.633,13177.92,4467.15,1.868,0.633,33.899,13.736,2.39,15.539,16.302,,0.142,36.257,15.73,-21.604,19.192,-32.946,-20.916
STP,2002,-0.017,,2.66,,-0.076,-0.05,0.246,-0.076,0.321,0.001,0.726,13242.33,5024.85,1.913,0.726,37.945,20.204,2.634,17.113,17.775,,0.144,41.071,17.63,6.556,41.191,11.189,7.114
STP,2003,-0.015,,2.942,,-0.142,-0.116,0.321,-0.142,0.463,0.001,0.893,13824.91,6056.8,2.039,0.893,43.811,34.088,2.982,18.789,19.548,,0.147,49.963,16.36,6.172,-0.002,-4.451,4.855
STP,2004,-0.023,,3.667,,-0.26,-0.23,0.368,-0.26,0.627,0.001,1.035,14032.4,6859.2,2.117,1.035,48.881,28.934,3.24,21.285,22.528,,0.151,51.164,16.12,9.191,-18.497,-11.108,8.912
STP,2005,-0.026,,4.415,,0.354,0.388,0.931,0.354,0.577,0.001,1.321,14661.1,8545.69,2.267,1.321,58.288,17.848,3.746,24.936,26.401,,0.155,38.74,16.47,3.26,27.655,-3.116,3.371
STP,2006,-0.045,,4.7,,0.299,0.316,0.837,0.299,0.539,0.001,1.66,15575.37,10451.21,2.473,1.66,67.101,-4.416,4.184,30.69,32.886,,0.159,29.525,16.65,8.693,4.505,-8.566,8.152
STP,2007,0.123,,2.156,,2.45,2.476,3.212,2.45,0.762,0.001,1.958,15630.94,11981.4,2.554,1.958,76.652,120.028,4.653,36.383,41.949,,0.163,35.179,15.852,12.155,-30.518,-30.375,12.841
STP,2008,-0.033,,1.676,,0.377,0.401,1.218,0.377,0.841,0.001,2.763,16544.96,16544.96,2.763,2.763,100.0,36.226,5.956,48.022,52.367,,0.167,53.837,15.712,4.073,-12.296,-1.669,3.423
STP,2009,-0.049,,2.287,,-0.586,-0.563,0.995,-0.586,1.581,0.001,3.253,16691.55,19020.58,2.854,3.253,113.953,12.5,6.745,56.165,60.792,,0.171,36.742,15.095,-12.139,39.794,16.174,-10.679
STP,2010,-0.045,,2.929,,-0.428,-0.412,1.397,-0.428,1.824,0.001,3.529,16546.27,20168.34,2.896,3.529,121.891,33.228,7.128,63.657,68.628,,0.175,56.817,14.628,5.689,11.567,15.214,4.927
STP,2011,-0.065,,3.458,,-0.524,-0.5,1.622,-0.524,2.145,0.001,4.021,16499.96,22461.11,2.953,4.021,136.128,16.638,7.8,72.773,76.821,,0.179,45.206,14.127,6.089,-14.691,1.968,5.746
STP,2012,-0.055,,3.804,,-0.54,-0.511,1.685,-0.54,2.225,0.001,4.407,16614.28,24079.52,3.04,4.407,144.933,14.264,8.153,80.515,84.816,,0.183,38.141,13.59,0.531,56.66,21.9,0.434
STP,2013,-0.044,,3.831,,0.106,0.134,1.869,0.106,1.763,0.001,4.966,17091.29,26555.01,3.196,4.966,155.372,13.481,8.594,87.042,90.867,,0.187,29.834,13.525,2.831,-16.276,26.519,3.329
STP,2014,-0.072,,3.675,,-0.342,-0.298,1.618,-0.342,1.96,0.001,5.45,17554.33,28535.26,3.353,5.45,162.554,3.451,8.837,93.124,96.706,,0.191,27.978,13.472,4.841,27.283,59.523,4.932
STP,2015,-0.038,,4.876,,-0.44,-0.386,1.965,-0.44,2.405,0.001,5.783,17369.91,29507.11,3.405,5.783,169.875,22.503,9.15,98.833,100.752,,0.196,37.043,13.433,5.233,-29.822,-4.875,7.772
STP,2016,-0.021,,5.319,,-0.326,-0.292,2.168,-0.326,2.494,0.001,6.512,17903.74,32559.18,3.581,6.512,181.857,24.445,9.703,104.177,105.913,,0.2,31.628,13.416,4.525,25.039,5.982,2.226
STP,2017,-0.05,,5.273,,-0.219,-0.176,2.034,-0.219,2.253,0.001,7.056,18274.62,34589.85,3.728,7.056,189.278,14.032,9.922,110.104,114.058,,0.204,29.323,13.472,5.447,23.406,-6.776,5.772
STP,2018,-0.05,,5.735,,-0.162,-0.128,2.081,-0.162,2.243,0.001,8.022,18618.37,38383.84,3.891,8.022,206.161,9.782,9.685,118.772,124.374,,0.209,22.734,,4.204,5.296,6.237,4.251
STP,2019,-0.053,,6.956,,-0.006,0.059,2.073,-0.006,2.079,0.001,9.106,18634.11,42749.62,3.969,9.106,229.416,10.31,9.166,127.937,133.918,,0.213,23.088,,3.614,-46.686,-23.352,3.398
STP,2020,-0.053,,7.224,,0.3,0.336,2.667,0.3,2.367,0.001,10.211,18680.1,46838.4,4.072,10.211,250.74,7.192,9.128,140.5,146.443,,0.218,18.385,,-5.25,19.016,-38.453,-7.114
STP,2021,-0.069,,6.574,,-0.166,-0.143,2.639,-0.166,2.805,0.001,10.942,18608.22,49067.44,4.15,10.942,263.687,14.993,8.599,151.934,160.341,,0.223,28.049,,11.021,15.541,35.001,9.92
STP,2022,-0.078,,7.089,,-0.284,-0.215,3.232,-0.284,3.516,0.001,12.69,18316.89,55903.68,4.158,12.69,305.203,23.473,9.291,179.291,200.717,,0.227,37.841,,4.439,-19.297,-4.383,5.606
STP,2023,-0.084,,7.852,,0.17,0.283,3.434,0.17,3.264,0.001,15.5,17993.81,66809.99,4.175,15.5,371.294,9.85,10.91,217.272,235.123,,0.232,22.189,,-1.458,7.143,-2.021,-0.426
STP,2024,-0.058,,7.47,,0.732,0.926,4.752,0.732,4.02,0.001,18.398,17807.95,77630.39,4.22,18.398,435.931,16.1,12.511,254.425,271.92,,0.237,23.272,,2.045,27.171,10.53,2.101
STP,2025,-0.054,,6.881,,0.912,1.073,5.542,0.912,4.63,0.001,21.637,18015.54,89407.11,4.36,21.637,496.278,14.942,13.988,281.903,299.193,,0.242,20.624,,3.684,7.404,4.141,3.756
