t,action,reward,debt_ratio,gdp_growth,inflation,climate_shock,terminated,truncated,episode
0,3,-2.2260235279618943,1.015741229057312,-0.010805124416947365,0.022836176678538322,0.031614355742931366,False,False,5
1,0,-2.3637271953067467,1.038787841796875,-0.011414449661970139,0.023140838369727135,0.060932520776987076,False,False,5
2,3,-2.204929608643055,1.0537878274917603,-0.009414449334144592,0.02514083869755268,0.0,False,False,5
3,1,-2.2311426142315853,1.033873200416565,-0.01949983462691307,0.020140837877988815,0.008538448251783848,False,False,5
4,3,-2.2295272497236724,1.0488731861114502,-0.017499834299087524,0.02214083820581436,0.0,False,False,5
5,3,-2.2535272201299668,1.0638731718063354,-0.015499833971261978,0.024140838533639908,0.0,False,False,5
6,3,-2.2775271905362606,1.0788731575012207,-0.013499833643436432,0.026140838861465454,0.0,False,False,5
7,0,-2.3175271609425545,1.0988731384277344,-0.013499833643436432,0.026140838861465454,0.0,False,False,5
8,1,-2.432581746946571,1.0792479515075684,-0.02387460507452488,0.02114083804190159,0.037477076053619385,False,False,5
9,1,-2.3437444586523624,1.059324860572815,-0.03395145758986473,0.016140837222337723,0.00768529437482357,False,False,5
10,0,-2.419478079262022,1.0802550315856934,-0.03413749858736992,0.016233857721090317,0.01860423944890499,False,False,5
11,3,-2.3876652715504165,1.0952550172805786,-0.03213749825954437,0.018233858048915863,0.0,False,False,5
12,0,-2.428201832611197,1.1152634620666504,-0.03213919699192047,0.018234707415103912,0.0001698071719147265,False,False,5
13,3,-2.4516923239231105,1.1302634477615356,-0.030139196664094925,0.02023470774292946,0.0,False,False,5
14,0,-2.574305637757377,1.1515706777572632,-0.030400631949305534,0.02036542445421219,0.02614346332848072,False,False,5
15,2,-2.7603914893161496,1.183095932006836,-0.02078195847570896,0.03074675239622593,0.07626540958881378,False,False,5
16,2,-2.8126081467594677,1.214728593826294,-0.011190109886229038,0.041154902428388596,0.08163023740053177,False,False,5
17,2,-2.815279816020523,1.2461435794830322,-0.0015438697300851345,0.05150866135954857,0.07075195759534836,False,False,5
18,2,-2.8606851240840574,1.277624249458313,0.008085949346423149,0.06187884137034416,0.07403619587421417,False,False,5
19,1,-2.918901510735116,1.2585374116897583,-0.0028271616902202368,0.056878842413425446,0.09131109714508057,False,False,5
20,0,-3.0218505380173353,1.2838678359985352,-0.003893244778737426,0.057411883026361465,0.1066083014011383,False,False,5
21,0,-3.007707905123354,1.3080716133117676,-0.0047340113669633865,0.0578322671353817,0.0840766578912735,False,False,5
22,3,-2.9198518717494446,1.3230715990066528,-0.002734011271968484,0.059832267463207245,0.046791352331638336,False,False,5
23,1,-2.9748470701634857,1.3037079572677612,-0.013370392844080925,0.05483226850628853,0.06363820284605026,False,False,5
24,1,-3.241861057362753,1.285199522972107,-0.02486201748251915,0.04983226954936981,0.1491624265909195,False,False,5
